-0.51	-0.20	-0.82	1440
-0.52	-0.21	-0.81	1599
-0.52	-0.21	-0.80	1757
-0.52	-0.20	-0.82	1915
-0.51	-0.21	-0.82	2073
-0.52	-0.20	-0.82	2231
-0.53	-0.05	-0.84	2390
-0.44	0.42	-0.72	2547
-0.62	0.68	-0.48	2705
-0.43	0.64	-0.34	2864
-0.60	0.00	-0.88	3021
-0.67	0.13	-0.74	3179
-0.67	0.34	-0.75	3338
-0.26	0.33	-0.94	3495
-0.10	-0.01	-0.86	3653
-0.03	-0.42	-1.03	3812
-0.02	-0.34	-0.94	3970
0.03	-0.22	-0.91	4128
0.02	-0.15	-0.96	4286
0.12	-0.11	-0.94	4444
0.09	-0.09	-0.97	4602
0.09	-0.06	-0.99	4760
0.04	-0.05	-1.02	4918
0.05	-0.07	-1.01	5076
0.04	-0.06	-0.99	5234
0.05	-0.04	-1.01	5393
0.04	-0.05	-1.00	5551
0.06	-0.05	-0.99	5708
0.09	-0.08	-0.98	5866
0.07	-0.09	-0.99	6025
0.06	-0.12	-1.54	6182
0.05	-0.27	-1.13	6341
0.17	-0.64	0.78	6499
0.21	-0.15	-2.41	6657
0.11	-0.10	-0.79	6815
0.12	-0.11	-1.00	6973
0.12	-0.13	-0.98	7131
-0.03	-0.16	-1.66	7289
0.48	-0.47	-0.92	7447
0.09	-0.86	0.19	7606
0.25	-0.22	-1.81	7763
0.07	-0.12	-0.91	7921
0.13	-0.12	-1.00	8079
0.14	-0.16	-1.07	8238
0.05	-0.19	-2.16	8395
0.46	-0.57	1.24	8554
0.30	-0.50	-2.44	8712
0.01	-0.07	-0.76	8869
0.16	-0.07	-1.00	9028
0.14	-0.08	-0.97	9186
0.15	-0.11	-1.02	9345
-0.07	-0.14	-2.09	9502
0.61	-0.55	0.91	9660
0.14	-0.38	-2.09	9819
0.10	-0.09	-0.87	9976
0.15	-0.04	-0.96	10134
0.12	-0.11	-1.00	10293
-0.02	-0.11	-1.76	10450
0.60	-0.48	-0.31	10609
0.11	-0.64	-0.87	10767
0.08	-0.21	-1.35	10925
0.09	-0.09	-0.94	11082
0.09	-0.12	-0.98	11241
0.06	-0.12	-1.30	11399
0.21	-0.34	-1.64	11557
0.19	-0.68	0.51	11715
0.27	-0.22	-1.79	11873
0.05	-0.11	-0.95	12030
0.15	-0.13	-1.00	12189
0.14	-0.14	-1.01	12347
-0.07	-0.20	-2.19	12506
0.69	-0.61	1.49	12663
0.03	-0.41	-2.66	12821
0.00	-0.12	-0.78	12980
0.14	-0.10	-1.02	13137
0.13	-0.13	-1.00	13296
-0.23	-0.26	-2.19	13454
0.68	-0.57	1.17	13612
0.06	-0.44	-2.30	13769
-0.00	-0.12	-0.87	13928
0.14	-0.09	-1.00	14086
0.09	-0.11	-0.99	14244
-0.11	-0.21	-1.81	14402
0.47	-0.48	0.02	14560
0.00	-0.44	-1.45	14718
0.07	-0.07	-0.97	14876
0.13	-0.04	-0.98	15035
0.06	-0.07	-1.03	15193
-0.11	-0.08	-1.72	15350
0.51	-0.49	0.20	15508
-0.08	-0.63	-1.80	15667
0.04	-0.16	-0.79	15824
0.12	-0.14	-1.02	15983
0.07	-0.18	-1.03	16141
-0.06	-0.27	-1.86	16299
0.54	-0.58	0.50	16457
0.13	-0.85	-1.79	16615
-0.07	-0.19	-0.91	16773
0.13	-0.13	-1.05	16931
0.05	-0.16	-1.02	17089
0.05	-0.13	-1.00	17247
0.07	-0.12	-1.00	17405
0.08	-0.11	-1.00	17563
0.11	-0.10	-1.00	17722
0.09	-0.11	-1.00	17880
0.17	-0.08	-0.98	18037
0.10	-0.11	-0.88	18195
-0.04	-0.11	-1.06	18354
-0.01	-0.12	-1.02	18511
0.02	-0.13	-0.98	18670
0.00	-0.09	-1.04	18828
-0.04	-0.07	-1.02	18987
-0.01	-0.11	-1.00	19144
-0.02	-0.13	-0.99	19302
-0.03	-0.19	-1.00	19460
-0.02	-0.20	-0.99	19618
-0.03	-0.20	-0.99	19776
