-0.076	-0.007	1.006	1038
-0.073	0.012	1.001	1169
-0.077	0.013	0.998	1193
-0.079	0.007	1.003	1218
-0.075	0.007	0.995	1240
-0.075	0.003	1.006	1264
-0.073	0.023	0.900	1290
-0.038	-0.001	1.105	1313
-0.001	0.072	0.964	1336
0.063	0.075	0.942	1359
-0.123	0.218	0.942	1384
-0.034	0.117	1.187	1408
-0.116	0.026	0.944	1430
0.063	0.097	0.999	1454
-0.055	0.083	0.887	1478
-0.125	0.522	0.678	1502
-0.100	0.350	1.270	1524
0.108	-0.106	0.560	1548
-0.312	0.308	1.092	1572
0.470	0.479	0.951	1596
-0.320	0.224	0.971	1622
-0.038	0.332	0.972	1645
0.014	0.319	1.064	1669
-0.021	0.347	0.782	1692
-0.104	0.280	0.985	1717
-0.026	0.281	1.017	1741
-0.063	0.318	0.885	1765
-0.086	0.289	0.921	1788
-0.031	0.216	1.089	1812
-0.035	0.298	0.882	1836
-0.079	0.284	0.967	1859
-0.018	0.287	1.009	1883
-0.058	0.253	0.896	1906
-0.054	0.286	0.991	1930
-0.064	0.266	1.025	1953
0.027	0.366	0.953	1977
-0.018	0.306	0.904	2000
-0.051	0.300	0.976	2024
-0.004	0.360	0.968	2048
-0.058	0.270	0.944	2071
-0.035	0.297	0.964	2096
-0.061	0.323	0.956	2121
-0.043	0.312	0.968	2145
-0.053	0.313	0.915	2169
-0.063	0.316	0.996	2193
-0.046	0.314	0.930	2215
-0.061	0.325	0.893	2239
-0.056	0.321	0.939	2264
-0.081	0.271	1.052	2288
-0.057	0.217	0.938	2310
-0.049	0.278	0.982	2334
-0.039	0.290	0.955	2359
-0.050	0.289	0.960	2382
-0.043	0.289	0.958	2405
-0.045	0.277	0.968	2428
-0.057	0.271	0.961	2453
-0.043	0.331	0.934	2477
-0.044	0.309	0.966	2499
-0.047	0.304	0.951	2523
-0.036	0.282	0.996	2548
-0.045	0.360	0.938	2572
-0.087	0.408	0.925	2596
-0.063	0.317	0.961	2622
-0.042	0.312	0.966	2646
-0.046	0.313	0.937	2668
-0.045	0.312	0.953	2691
-0.039	0.309	0.962	2716
-0.043	0.307	0.950	2740
-0.043	0.330	0.922	2762
-0.069	0.305	0.968	2785
-0.058	0.310	0.962	2810
-0.054	0.316	0.938	2835
-0.031	0.315	0.964	2857
-0.072	0.204	0.990	2879
-0.048	0.278	0.917	2905
-0.029	0.272	0.997	2929
-0.040	0.306	0.930	2952
-0.144	0.303	0.920	2974
0.054	0.267	0.979	2999
-0.010	0.313	0.991	3023
-0.076	0.198	1.027	3046
0.046	0.287	0.958	3067
-0.117	0.221	0.973	3096
-0.070	0.099	0.979	3120
0.022	0.152	0.967	3142
-0.038	0.064	1.028	3166
0.011	0.157	0.968	3190
-0.121	0.131	0.987	3214
-0.083	0.152	0.965	3237
-0.056	0.138	0.960	3282
-0.085	0.104	1.026	3309
-0.051	0.098	0.968	3333
-0.055	0.063	1.040	3355
0.033	0.093	1.032	3379
-0.060	0.063	0.991	3404
-0.055	0.052	1.027	3429
-0.046	0.060	0.993	3451
-0.057	0.155	0.959	3475
0.041	-0.033	1.038	3500
-0.163	0.004	0.976	3523
-0.070	0.038	1.028	3546
-0.086	0.025	0.998	3569
-0.036	0.031	0.992	3597
-0.045	0.030	1.006	3620
-0.045	0.027	1.010	3645
-0.044	0.030	1.005	3668
-0.043	0.039	1.003	3693
-0.051	0.031	0.986	3717
-0.054	0.029	1.001	3740
-0.060	0.051	1.003	3764
-0.052	0.028	1.006	3787
-0.053	0.024	0.991	3811
-0.058	0.030	1.000	3834
-0.056	0.031	0.996	3858
-0.049	0.023	1.000	3883
-0.056	0.028	0.998	3906
-0.061	0.035	0.985	3930
-0.072	0.032	1.012	3953
-0.058	0.032	1.004	3977
-0.040	0.037	0.993	4000
-0.055	0.034	0.993	4025
-0.048	0.026	1.007	4048
-0.051	0.026	1.005	4074
-0.043	0.031	1.003	4104
-0.054	0.024	1.009	4125
-0.047	0.022	1.003	4150
-0.050	0.021	1.004	4175
-0.048	0.031	0.999	4199
-0.060	0.022	1.007	4221
-0.051	0.023	0.996	4245
-0.058	0.034	1.000	4270
-0.055	0.061	1.255	4293
-0.103	0.036	1.007	4316
-0.054	0.047	0.907	4339
-0.052	0.030	0.961	4365
-0.057	0.024	0.997	4388
-0.057	0.027	0.982	4411
-0.050	0.028	1.014	4434
-0.051	0.035	1.001	4460
-0.052	0.031	1.007	4484
-0.052	0.029	0.995	4506
-0.049	0.017	0.998	4530
-0.052	0.020	0.996	4555
-0.045	0.021	1.006	4581
-0.052	0.027	0.998	4604
-0.051	0.027	1.003	4628
-0.054	0.023	0.997	4653
-0.052	0.028	1.011	4676
-0.050	0.023	1.006	4700
-0.054	0.028	0.992	4723
-0.053	0.024	0.997	4747
-0.054	0.028	1.001	4770
-0.056	0.033	1.001	4795
-0.054	0.954	0.617	4818
-0.385	-0.037	0.650	4843
0.399	-0.152	0.596	4867
-0.166	0.116	0.839	4890
-0.097	-0.030	0.998	4914
-0.064	0.195	1.021	4937
-0.064	0.037	1.023	4961
-0.022	-0.024	1.082	4985
-0.014	0.171	0.938	5009
-0.002	-0.021	1.187	5033
-0.071	-0.293	1.230	5057
-0.071	-0.359	1.008	5085
-0.082	-0.208	0.853	5108
-0.011	-0.195	0.831	5132
-0.035	-0.255	0.815	5157
0.056	-0.155	0.874	5181
0.081	-0.194	1.005	5203
0.081	-0.208	1.015	5227
0.055	-0.011	0.981	5252
-0.002	0.126	0.960	5275
-0.085	0.048	1.081	5298
-0.111	0.010	1.048	5322
-0.024	-0.073	0.986	5347
0.038	0.018	0.998	5370
-0.054	0.047	0.994	5393
-0.016	0.046	1.023	5416
-0.051	0.100	1.022	5442
-0.039	0.081	1.009	5466
-0.035	0.042	0.973	5488
-0.025	-0.038	1.056	5512
-0.023	0.101	0.969	5537
-0.056	0.040	1.014	5563
-0.025	0.016	0.997	5585
-0.070	0.091	0.875	5612
0.046	-0.053	1.045	5637
0.280	-0.196	0.950	5659
-0.012	0.565	1.885	5682
-0.068	-0.325	0.785	5708
-0.423	-0.096	1.028	5733
-0.050	0.149	0.985	5755
-0.063	0.146	0.997	5778
0.063	0.073	1.003	5804
0.026	-0.003	1.003	5828
0.033	0.001	1.013	5851
0.027	0.015	1.003	5895
0.022	-0.006	0.998	5920
0.027	-0.006	0.995	5946
0.026	0.019	1.014	5967
-0.193	-0.525	1.006	5990
0.133	-0.753	1.010	6017
-0.117	0.083	1.010	6042
-0.009	0.020	1.006	6065
0.023	-0.001	1.000	6090
0.019	0.011	1.003	6115
0.015	0.017	0.998	6138
0.022	-0.036	1.006	6160
0.044	-0.086	1.011	6184
0.090	0.016	1.015	6209
0.052	0.009	0.993	6232
0.011	-0.019	1.006	6254
0.043	0.002	1.019	6278
0.026	0.015	0.996	6302
0.020	0.015	1.000	6326
0.020	0.014	1.003	6347
0.022	-0.004	1.004	6371
0.029	0.011	1.006	6395
0.031	-0.001	1.006	6419
0.031	-0.004	1.004	6441
0.024	0.013	1.002	6465
0.022	0.013	1.006	6490
0.023	-0.013	1.007	6513
0.021	0.005	1.004	6536
0.021	0.015	1.005	6559
0.021	0.001	1.006	6586
0.031	-0.003	0.998	6609
0.027	0.003	1.009	6633
0.025	0.010	1.006	6656
0.023	0.004	1.002	6679
0.027	0.000	1.011	6703
0.027	0.004	1.005	6726
0.021	0.004	1.000	6749
0.023	0.004	1.007	6772
0.026	-0.002	1.006	6796
0.021	0.003	0.994	6819
0.032	0.011	1.007	6843
0.031	0.006	1.003	6866
0.021	-0.001	1.001	6889
0.027	0.002	1.003	6913
0.021	0.002	1.004	6936
0.030	0.009	1.004	6961
0.020	0.003	1.004	6988
0.024	0.004	1.013	7010
0.025	0.004	0.997	7034
0.026	0.005	1.001	7060
0.025	0.006	1.005	7086
0.020	0.008	0.999	7109
0.019	0.005	1.000	7132
0.023	0.004	1.006	7155
0.023	0.008	0.996	7179
0.022	-0.004	1.008	7202
0.025	0.009	1.002	7225
0.021	0.015	1.001	7248
0.025	0.002	1.000	7272
0.032	-0.003	1.001	7296
0.020	0.014	1.005	7319
0.021	0.003	0.996	7342
0.021	0.008	1.003	7365
0.028	0.006	1.002	7389
0.023	0.012	0.996	7411
0.023	0.008	1.016	7435
0.019	0.002	1.007	7458
0.026	0.010	1.002	7482
0.026	0.002	1.006	7504
0.024	0.009	1.008	7528
0.025	0.008	1.000	7552
0.018	0.010	1.003	7578
0.023	0.000	1.019	7601
0.033	0.012	1.003	7624
0.026	0.001	1.005	7649
0.027	0.009	0.999	7672
0.028	0.012	0.999	7695
0.021	0.016	1.005	7718
0.025	0.006	1.002	7743
0.024	0.011	1.003	7767
0.026	0.004	1.007	7788
0.026	0.009	1.008	7812
0.022	0.002	1.005	7836
0.023	0.005	1.005	7860
0.020	0.009	1.002	7881
0.021	0.004	1.006	7905
0.021	-0.001	1.014	7930
0.021	0.012	1.005	7953
0.025	0.002	0.998	7975
0.031	0.004	1.003	7999
0.026	0.003	1.003	8024
0.021	0.007	0.999	8046
0.024	0.005	1.002	8070
0.023	0.012	0.999	8095
0.022	-0.003	1.002	8120
0.021	0.000	0.994	8141
0.025	0.003	1.004	8164
0.022	0.004	1.003	8188
0.020	0.005	1.003	8213
0.028	0.007	1.007	8235
0.026	0.005	1.007	8257
0.021	0.006	1.006	8282
0.025	0.004	1.006	8306
0.025	0.001	1.008	8328
0.021	0.001	1.001	8350
0.030	0.001	1.004	8375
0.028	0.014	1.003	8399
0.023	0.007	1.007	8423
0.021	0.002	1.012	8466
0.026	0.009	1.015	8492
0.024	0.002	1.000	8516
