	-0.32	-0.92	2387
0.05	-0.24	1.14	6469
0.05	-0.27	1.19	6474
0.05	-0.27	1.26	6479
0.02	-0.26	1.33	6484
-0.02	-0.26	1.39	6489
0.07	-0.26	1.44	6494
-0.02	-0.27	1.52	6499
-0.06	-0.29	1.56	6504
-0.03	-0.27	1.60	6509
-0.02	-0.25	1.63	6513
-0.12	-0.22	1.68	6518
-0.07	-0.18	1.73	6523
-0.08	-0.15	1.76	6529
-0.13	-0.14	1.81	6534
-0.14	-0.10	1.84	6539
-0.18	-0.08	1.87	6544
-0.22	-0.12	1.89	6548
-0.05	-0.11	1.89	6553
-0.09	-0.22	1.87	6558
-0.04	-0.33	1.80	6563
0.03	-0.46	1.67	6568
0.10	-0.57	1.44	6573
0.16	-0.69	1.17	6578
0.19	-0.81	0.85	6583
0.25	-0.91	0.50	6588
0.27	-1.01	0.12	6593
0.28	-1.13	-0.31	6598
0.32	-1.17	-0.77	6603
0.35	-1.19	-1.24	6607
0.33	-1.19	-1.77	6612
0.38	-1.21	-2.00	6618
0.47	-1.13	-2.00	6623
0.55	-0.98	-2.00	6628
0.59	-0.98	-2.00	6632
0.70	-0.98	-2.00	6637
0.75	-0.94	-2.00	6642
0.83	-0.86	-2.00	6647
0.87	-0.81	-2.00	6652
0.89	-0.76	-2.00	6657
0.91	-0.66	-2.00	6662
0.89	-0.60	-2.00	6667
0.84	-0.54	-2.00	6672
0.80	-0.48	-2.00	6677
0.75	-0.43	-2.00	6682
0.70	-0.39	-2.00	6687
0.65	-0.36	-2.00	6691
0.61	-0.35	-2.00	6696
0.55	-0.32	-2.00	6702
0.51	-0.31	-2.00	6707
0.47	-0.29	-2.00	6712
0.44	-0.28	-2.00	6716
0.43	-0.24	-1.97	6721
0.42	-0.20	-1.85	6726
0.41	-0.19	-1.75	6731
0.39	-0.20	-1.65	6736
0.37	-0.20	-1.55	6740
0.36	-0.22	-1.45	6746
0.35	-0.23	-1.33	6751
0.35	-0.24	-1.22	6756
0.34	-0.25	-1.12	6761
0.33	-0.25	-1.00	6766
0.33	-0.25	-0.92	6771
0.33	-0.25	-0.83	6775
0.32	-0.23	-0.75	6780
0.32	-0.23	-0.72	6786
0.28	-0.21	-0.68	6791
0.25	-0.20	-0.65	6796
0.24	-0.17	-0.64	6800
0.23	-0.15	-0.65	6805
0.22	-0.13	-0.66	6810
0.20	-0.12	-0.68	6815
0.20	-0.12	-0.70	6820
0.20	-0.11	-0.71	6824
0.19	-0.11	-0.72	6830
0.20	-0.11	-0.73	6835
0.19	-0.11	-0.74	6840
0.19	-0.12	-0.74	6845
0.19	-0.12	-0.74	6850
0.18	-0.12	-0.73	6855
0.19	-0.14	-0.73	6860
0.19	-0.14	-0.72	6864
0.17	-0.13	-0.71	6870
0.17	-0.13	-0.71	6875
0.16	-0.13	-0.69	6880
0.15	-0.14	-0.68	6885
0.12	-0.14	-0.68	6889
0.11	-0.12	-0.66	6894
0.09	-0.10	-0.66	6899
0.09	-0.08	-0.65	6904
0.08	-0.07	-0.66	6908
0.10	-0.06	-0.68	6914
0.11	-0.07	-0.69	6919
0.13	-0.06	-0.72	6924
0.15	-0.07	-0.73	6929
0.16	-0.07	-0.76	6934
0.16	-0.07	-0.77	6939
0.15	-0.08	-0.78	6944
0.15	-0.10	-0.79	6948
0.16	-0.12	-0.80	6953
0.17	-0.13	-0.82	6959
0.19	-0.14	-0.84	6964
0.20	-0.16	-0.85	6969
0.20	-0.18	-0.86	6973
0.20	-0.19	-0.85	6978
0.21	-0.17	-0.87	6983
0.21	-0.16	-0.89	6988
0.21	-0.14	-0.91	6993
0.20	-0.13	-0.93	6998
0.19	-0.13	-0.94	7003
0.17	-0.13	-0.96	7008
0.17	-0.13	-0.97	7013
0.17	-0.13	-0.99	7018
0.18	-0.14	-1.02	7023
0.18	-0.14	-1.05	7028
0.18	-0.14	-1.10	7032
0.19	-0.14	-1.13	7037
0.20	-0.14	-1.15	7043
0.19	-0.14	-1.16	7048
0.19	-0.14	-1.15	7053
0.19	-0.14	-1.15	7057
0.19	-0.14	-1.14	7062
0.19	-0.14	-1.13	7067
0.19	-0.14	-1.11	7072
0.19	-0.13	-1.09	7077
0.19	-0.13	-1.07	7081
0.19	-0.13	-1.06	7087
0.19	-0.12	-1.05	7092
0.18	-0.12	-1.04	7097
0.19	-0.12	-1.04	7102
0.19	-0.12	-1.03	7107
0.18	-0.11	-1.03	7112
0.19	-0.11	-1.04	7116
0.20	-0.11	-1.05	7121
0.19	-0.11	-1.04	7127
0.18	-0.10	-1.04	7132
0.19	-0.10	-1.03	7137
0.18	-0.10	-1.01	7141
0.18	-0.10	-1.00	7146
0.18	-0.09	-0.99	7151
0.18	-0.09	-0.97	7156
0.18	-0.09	-0.95	7161
0.18	-0.10	-0.93	7165
0.19	-0.10	-0.92	7171
0.18	-0.10	-0.89	7176
0.19	-0.09	-0.88	7181
0.19	-0.09	-0.87	7186
0.20	-0.09	-0.87	7191
0.20	-0.10	-0.86	7196
0.20	-0.10	-0.86	7201
0.20	-0.11	-0.85	7205
0.21	-0.11	-0.85	7211
0.22	-0.11	-0.85	7216
0.22	-0.12	-0.86	7221
0.23	-0.12	-0.88	7226
0.24	-0.12	-0.89	7230
0.25	-0.13	-0.90	7235
0.24	-0.14	-0.90	7240
0.24	-0.15	-0.89	7245
0.25	-0.15	-0.89	7250
0.25	-0.15	-0.89	7255
0.24	-0.16	-0.88	7260
0.24	-0.17	-0.87	7265
0.24	-0.17	-0.86	7270
0.22	-0.17	-0.86	7275
0.22	-0.16	-0.86	7280
0.22	-0.16	-0.86	7285
0.21	-0.17	-0.87	7289
0.21	-0.17	-0.88	7294
0.21	-0.18	-0.91	7300
0.22	-0.19	-0.96	7305
0.20	-0.20	-1.02	7310
0.20	-0.19	-1.10	7314
0.20	-0.19	-1.20	7319
0.20	-0.19	-1.30	7324
0.20	-0.19	-1.41	7329
0.18	-0.20	-1.56	7334
0.14	-0.22	-1.70	7339
0.09	-0.27	-1.85	7344
0.04	-0.28	-2.00	7349
-0.01	-0.30	-2.00	7354
-0.10	-0.32	-2.00	7359
-0.18	-0.40	-2.00	7364
-0.21	-0.34	-2.00	7369
-0.32	-0.25	-2.00	7373
-0.33	-0.26	-2.00	7378
-0.32	-0.23	-2.00	7384
-0.17	-0.21	-2.00	7389
-0.27	-0.12	-2.00	7394
-0.15	-0.12	-2.00	7399
-0.09	-0.12	-2.00	7403
-0.04	-0.15	-2.00	7408
0.05	-0.19	-2.00	7413
0.08	-0.27	-2.00	7418
0.13	-0.37	-2.00	7424
0.17	-0.47	-2.00	7428
0.21	-0.55	-2.00	7433
0.29	-0.62	-2.00	7438
0.38	-0.70	-1.75	7443
0.46	-0.76	-1.48	7448
0.55	-0.83	-1.25	7452
0.65	-0.84	-1.00	7457
0.73	-0.82	-0.73	7462
0.80	-0.78	-0.41	7468
0.84	-0.74	-0.10	7473
0.88	-0.70	0.17	7478
0.86	-0.66	0.43	7483
0.83	-0.62	0.75	7487
0.80	-0.58	1.08	7492
0.71	-0.65	1.40	7497
0.69	-0.63	1.66	7502
0.63	-0.68	1.90	7507
0.61	-0.69	2.00	7512
0.61	-0.71	2.00	7517
0.59	-0.70	2.00	7522
0.56	-0.73	2.00	7527
0.48	-0.73	2.00	7532
0.45	-0.65	2.00	7537
0.31	-0.56	2.00	7541
0.16	-0.43	2.00	7546
-0.07	-0.37	2.00	7552
0.08	-0.07	2.00	7557
-0.13	-0.08	2.00	7562
-0.18	-0.03	2.00	7566
-0.21	-0.00	2.00	7571
-0.20	-0.02	2.00	7576
-0.15	-0.06	2.00	7581
-0.04	-0.09	2.00	7586
0.02	-0.16	1.89	7591
0.11	-0.26	1.73	7597
0.20	-0.39	1.53	7601
0.23	-0.53	1.26	7606
0.18	-0.66	0.91	7611
0.12	-0.76	0.52	7616
0.08	-0.86	0.17	7621
0.03	-0.93	-0.24	7626
0.05	-1.00	-0.73	7630
0.07	-1.02	-1.22	7635
0.06	-1.05	-1.69	7641
0.09	-1.10	-2.00	7646
0.21	-1.08	-2.00	7651
0.18	-1.24	-2.00	7655
0.27	-1.17	-2.00	7660
0.38	-1.22	-2.00	7665
0.41	-1.24	-2.00	7670
0.41	-1.17	-2.00	7675
0.44	-1.09	-2.00	7681
0.46	-1.01	-2.00	7686
0.46	-0.92	-2.00	7690
0.46	-0.82	-2.00	7695
0.44	-0.72	-2.00	7700
0.41	-0.65	-2.00	7705
0.36	-0.61	-2.00	7710
0.29	-0.57	-2.00	7714
0.24	-0.50	-2.00	7719
0.19	-0.46	-2.00	7725
0.14	-0.46	-2.00	7730
0.11	-0.46	-2.00	7735
0.09	-0.46	-2.00	7739
0.15	-0.36	-2.00	7744
0.14	-0.38	-1.79	7749
0.18	-0.38	-1.58	7754
0.21	-0.39	-1.38	7759
0.30	-0.34	-1.19	7763
0.31	-0.39	-1.00	7769
0.35	-0.42	-0.86	7774
0.36	-0.44	-0.73	7779
0.38	-0.38	-0.62	7784
0.36	-0.38	-0.52	7789
0.37	-0.32	-0.42	7794
0.33	-0.31	-0.34	7798
0.27	-0.30	-0.29	7803
0.25	-0.20	-0.26	7809
0.16	-0.20	-0.24	7814
0.11	-0.18	-0.23	7819
0.06	-0.13	-0.25	7823
-0.00	-0.09	-0.27	7828
-0.04	-0.08	-0.30	7833
-0.06	-0.07	-0.34	7838
-0.07	-0.05	-0.38	7843
-0.05	-0.04	-0.45	7848
-0.04	-0.04	-0.48	7854
-0.01	-0.05	-0.49	7858
0.02	-0.06	-0.51	7863
0.04	-0.06	-0.54	7868
0.07	-0.05	-0.55	7873
0.09	-0.05	-0.57	7878
0.09	-0.06	-0.58	7883
0.09	-0.06	-0.59	7887
0.08	-0.07	-0.61	7892
0.09	-0.07	-0.65	7898
0.08	-0.07	-0.68	7903
0.09	-0.06	-0.70	7908
0.09	-0.06	-0.72	7912
0.09	-0.06	-0.74	7917
0.11	-0.06	-0.75	7922
0.13	-0.06	-0.75	7927
0.14	-0.08	-0.76	7932
0.15	-0.08	-0.77	7937
0.17	-0.08	-0.78	7942
0.18	-0.08	-0.81	7947
0.20	-0.08	-0.82	7952
0.20	-0.08	-0.83	7957
0.20	-0.08	-0.85	7962
0.20	-0.08	-0.87	7967
0.20	-0.08	-0.87	7971
0.20	-0.09	-0.88	7976
0.19	-0.10	-0.87	7982
0.20	-0.11	-0.85	7987
0.19	-0.12	-0.84	7992
0.19	-0.13	-0.82	7996
0.19	-0.13	-0.81	8001
0.19	-0.14	-0.80	8006
0.19	-0.14	-0.81	8011
0.18	-0.14	-0.82	8016
0.13	-0.18	-0.84	8020
0.19	-0.11	-0.86	8026
0.15	-0.14	-0.88	8031
0.14	-0.13	-0.93	8036
0.13	-0.12	-0.97	8041
0.13	-0.12	-1.00	8046
0.10	-0.12	-1.04	8051
0.10	-0.11	-1.07	8056
0.12	-0.11	-1.11	8060
0.11	-0.12	-1.14	8066
0.10	-0.11	-1.15	8071
0.09	-0.10	-1.15	8076
0.09	-0.11	-1.14	8080
0.09	-0.12	-1.13	8085
0.09	-0.12	-1.12	8090
0.10	-0.12	-1.09	8095
0.11	-0.12	-1.08	8100
0.13	-0.12	-1.05	8104
0.13	-0.13	-1.04	8110
0.15	-0.14	-1.02	8115
0.15	-0.15	-1.01	8120
0.16	-0.15	-1.02	8125
0.17	-0.16	-1.03	8130
0.19	-0.16	-1.03	8135
0.20	-0.15	-1.04	8140
0.19	-0.16	-1.05	8144
0.19	-0.16	-1.05	8150
0.19	-0.17	-1.06	8155
0.19	-0.17	-1.06	8160
0.18	-0.17	-1.05	8165
0.19	-0.18	-1.05	8169
0.17	-0.18	-1.06	8174
0.17	-0.18	-1.06	8179
0.16	-0.17	-1.07	8184
0.15	-0.18	-1.07	8189
0.14	-0.17	-1.08	8194
0.13	-0.17	-1.10	8199
0.12	-0.17	-1.14	8204
0.10	-0.16	-1.19	8209
0.10	-0.16	-1.25	8214
0.09	-0.14	-1.33	8219
0.09	-0.14	-1.41	8224
0.08	-0.14	-1.49	8228
0.08	-0.15	-1.58	8233
0.08	-0.18	-1.67	8239
0.07	-0.21	-1.76	8244
0.06	-0.23	-1.86	8249
0.03	-0.25	-1.97	8253
-0.00	-0.28	-2.00	8258
-0.05	-0.29	-2.00	8263
-0.08	-0.31	-2.00	8268
-0.09	-0.32	-2.00	8273
-0.12	-0.34	-2.00	8279
-0.16	-0.36	-2.00	8284
-0.19	-0.35	-2.00	8288
-0.20	-0.32	-2.00	8293
-0.21	-0.31	-2.00	8298
-0.21	-0.30	-2.00	8303
-0.19	-0.30	-2.00	8307
-0.17	-0.27	-2.00	8312
-0.08	-0.28	-2.00	8317
-0.03	-0.29	-2.00	8323
0.04	-0.33	-2.00	8328
0.12	-0.39	-2.00	8333
0.19	-0.47	-2.00	8338
0.25	-0.54	-2.00	8342
0.28	-0.60	-1.92	8347
0.31	-0.66	-1.70	8352
0.37	-0.67	-1.49	8357
0.44	-0.70	-1.30	8363
0.50	-0.71	-1.09	8367
0.54	-0.71	-0.87	8372
0.61	-0.71	-0.64	8377
0.68	-0.71	-0.42	8382
0.75	-0.71	-0.13	8387
0.79	-0.71	0.21	8391
0.79	-0.71	0.55	8396
0.77	-0.70	0.91	8401
0.76	-0.69	1.27	8407
0.74	-0.67	1.59	8412
0.72	-0.63	1.84	8417
0.71	-0.57	2.00	8422
0.72	-0.53	2.00	8426
0.73	-0.51	2.00	8431
0.68	-0.52	2.00	8436
0.58	-0.55	2.00	8441
0.42	-0.56	2.00	8446
0.25	-0.53	2.00	8452
0.06	-0.49	2.00	8456
-0.11	-0.40	2.00	8461
-0.53	-0.47	2.00	8466
-0.05	-0.02	2.00	8471
-0.22	0.04	2.00	8476
-0.31	-0.02	2.00	8480
-0.23	-0.04	2.00	8485
-0.12	-0.12	2.00	8491
0.01	-0.21	2.00	8496
0.15	-0.32	1.68	8501
0.23	-0.44	1.31	8505
0.26	-0.57	0.88	8510
0.22	-0.65	0.43	8515
0.17	-0.73	-0.01	8520
0.13	-0.78	-0.47	8525
0.11	-0.86	-0.97	8530
0.11	-0.95	-1.53	8536
0.11	-0.93	-2.00	8540
0.18	-0.92	-2.00	8545
0.28	-0.94	-2.00	8550
0.57	-0.83	-2.00	8555
0.59	-0.90	-2.00	8560
0.58	-0.89	-2.00	8564
0.58	-0.85	-2.00	8569
0.58	-0.76	-2.00	8574
0.53	-0.68	-2.00	8580
0.48	-0.60	-2.00	8585
0.38	-0.54	-2.00	8589
0.28	-0.47	-2.00	8594
0.21	-0.43	-2.00	8599
0.16	-0.37	-2.00	8604
0.14	-0.30	-2.00	8609
0.11	-0.28	-2.00	8614
0.10	-0.24	-2.00	8620
0.10	-0.22	-2.00	8625
0.10	-0.22	-2.00	8629
0.12	-0.22	-2.00	8634
0.13	-0.19	-2.00	8639
0.15	-0.17	-1.83	8644
0.15	-0.16	-1.66	8649
0.17	-0.17	-1.50	8653
0.18	-0.16	-1.35	8658
0.21	-0.16	-1.22	8664
0.24	-0.18	-1.11	8669
0.24	-0.18	-1.04	8674
0.20	-0.23	-0.96	8678
0.26	-0.16	-0.90	8683
0.22	-0.20	-0.84	8688
0.21	-0.16	-0.78	8693
0.17	-0.16	-0.74	8698
0.15	-0.15	-0.71	8704
0.11	-0.14	-0.71	8709
0.08	-0.11	-0.72	8713
0.04	-0.09	-0.72	8718
0.02	-0.07	-0.74	8723
0.01	-0.07	-0.75	8728
-0.00	-0.06	-0.76	8733
0.00	-0.06	-0.75	8737
0.00	-0.06	-0.77	8742
0.01	-0.07	-0.78	8748
0.02	-0.06	-0.78	8753
0.04	-0.06	-0.77	8758
0.05	-0.06	-0.76	8762
0.05	-0.06	-0.75	8767
0.07	-0.06	-0.75	8772
0.07	-0.04	-0.74	8777
0.08	-0.03	-0.74	8782
0.08	-0.03	-0.73	8787
0.08	-0.03	-0.72	8792
0.08	-0.03	-0.71	8797
0.08	-0.02	-0.73	8802
0.10	-0.01	-0.74	8807
0.11	-0.02	-0.75	8812
0.13	-0.02	-0.76	8817
0.15	-0.04	-0.78	8822
0.17	-0.05	-0.80	8826
0.20	-0.06	-0.82	8832
0.21	-0.06	-0.83	8837
0.22	-0.07	-0.84	8842
0.22	-0.08	-0.85	8847
0.22	-0.07	-0.85	8851
0.21	-0.07	-0.85	8856
0.20	-0.08	-0.85	8861
0.20	-0.07	-0.85	8866
0.19	-0.08	-0.84	8871
0.18	-0.10	-0.82	8876
0.18	-0.11	-0.81	8881
0.17	-0.11	-0.81	8886
0.17	-0.10	-0.82	8891
0.18	-0.09	-0.83	8896
0.17	-0.09	-0.84	8901
0.17	-0.08	-0.84	8906
0.17	-0.09	-0.85	8910
0.16	-0.10	-0.87	8915
0.16	-0.11	-0.89	8921
0.16	-0.11	-0.92	8926
0.15	-0.11	-0.94	8931
0.15	-0.11	-0.97	8936
0.14	-0.11	-1.00	8940
0.13	-0.11	-1.01	8945
0.12	-0.11	-1.02	8950
0.10	-0.11	-1.01	8955
0.09	-0.12	-1.00	8960
0.07	-0.12	-0.99	8965
0.05	-0.11	-1.00	8970
0.05	-0.11	-1.01	8975
0.04	-0.10	-1.01	8980
0.04	-0.10	-1.03	8985
0.04	-0.10	-1.04	8990
0.05	-0.10	-1.05	8995
0.05	-0.09	-1.07	8999
0.06	-0.08	-1.09	9005
0.05	-0.07	-1.10	9010
0.05	-0.08	-1.13	9015
0.05	-0.08	-1.14	9020
0.06	-0.08	-1.13	9024
0.06	-0.08	-1.12	9029
0.07	-0.07	-1.09	9034
0.07	-0.08	-1.08	9039
0.08	-0.09	-1.06	9044
0.09	-0.09	-1.04	9049
0.10	-0.09	-1.02	9054
0.12	-0.10	-1.01	9059
0.13	-0.10	-1.00	9064
0.14	-0.11	-0.98	9069
0.16	-0.12	-0.97	9074
0.18	-0.12	-0.97	9079
0.18	-0.11	-0.97	9084
0.19	-0.11	-0.97	9089
0.21	-0.11	-0.98	9094
0.21	-0.11	-0.99	9099
0.21	-0.11	-1.01	9104
0.22	-0.12	-1.03	9108
0.22	-0.12	-1.06	9113
0.21	-0.13	-1.10	9118
0.21	-0.13	-1.14	9123
0.20	-0.14	-1.18	9128
0.19	-0.14	-1.23	9133
0.17	-0.15	-1.29	9138
0.18	-0.15	-1.34	9143
0.17	-0.15	-1.41	9148
0.16	-0.16	-1.49	9153
0.15	-0.18	-1.57	9158
0.12	-0.19	-1.66	9163
0.08	-0.20	-1.77	9167
0.04	-0.21	-1.88	9172
-0.01	-0.23	-2.00	9178
-0.07	-0.23	-2.00	9183
-0.13	-0.22	-2.00	9188
-0.27	-0.29	-2.00	9192
-0.19	-0.13	-2.00	9197
-0.33	-0.17	-2.00	9202
-0.33	-0.15	-2.00	9207
-0.32	-0.14	-2.00	9212
-0.27	-0.13	-2.00	9218
-0.21	-0.14	-2.00	9222
-0.14	-0.15	-2.00	9227
-0.08	-0.17	-2.00	9232
-0.05	-0.21	-2.00	9237
-0.02	-0.25	-2.00	9242
0.01	-0.31	-2.00	9246
0.05	-0.36	-2.00	9251
0.08	-0.39	-2.00	9256
0.12	-0.42	-2.00	9262
0.15	-0.43	-1.84	9267
0.19	-0.45	-1.63	9272
0.23	-0.46	-1.42	9277
0.32	-0.50	-1.23	9281
0.42	-0.53	-1.04	9286
0.53	-0.55	-0.81	9291
0.62	-0.56	-0.57	9296
0.71	-0.62	-0.30	9302
0.76	-0.68	-0.06	9306
0.82	-0.73	0.17	9311
0.83	-0.75	0.41	9316
0.84	-0.77	0.71	9321
0.83	-0.78	1.02	9326
0.80	-0.77	1.30	9330
0.75	-0.74	1.55	9335
0.70	-0.66	1.75	9340
0.69	-0.59	1.92	9346
0.64	-0.55	2.00	9351
0.58	-0.55	2.00	9356
0.50	-0.56	2.00	9361
0.41	-0.56	2.00	9366
0.30	-0.53	2.00	9370
0.15	-0.46	2.00	9375
-0.17	-0.58	2.00	9380
0.11	-0.10	2.00	9385
-0.18	-0.20	2.00	9391
-0.28	-0.15	2.00	9395
-0.22	-0.05	2.00	9400
-0.28	-0.03	2.00	9405
-0.25	-0.03	2.00	9410
-0.17	-0.04	2.00	9414
-0.06	-0.06	2.00	9419
0.06	-0.10	1.83	9424
0.15	-0.18	1.59	9430
0.21	-0.29	1.33	9435
0.26	-0.42	1.07	9440
0.27	-0.53	0.76	9445
0.20	-0.66	0.35	9450
0.11	-0.75	-0.08	9454
0.09	-0.80	-0.52	9459
0.12	-0.84	-0.96	9464
0.16	-0.90	-1.43	9469
0.16	-0.96	-1.96	9475
0.12	-1.09	-2.00	9479
0.20	-1.13	-2.00	9484
0.42	-1.07	-2.00	9489
0.44	-1.10	-2.00	9494
0.42	-1.13	-2.00	9499
0.45	-1.07	-2.00	9503
0.49	-0.98	-2.00	9508
0.50	-0.84	-2.00	9513
0.47	-0.70	-2.00	9519
0.37	-0.57	-2.00	9524
0.36	-0.46	-2.00	9529
0.31	-0.37	-2.00	9534
0.21	-0.35	-2.00	9538
0.19	-0.25	-2.00	9543
0.20	-0.17	-2.00	9548
0.19	-0.19	-2.00	9553
0.19	-0.28	-2.00	9559
0.19	-0.20	-2.00	9563
0.19	-0.29	-2.00	9568
0.21	-0.30	-1.87	9573
0.25	-0.27	-1.69	9578
0.29	-0.24	-1.55	9583
0.33	-0.20	-1.43	9587
0.32	-0.19	-1.33	9592
0.34	-0.13	-1.22	9597
0.33	-0.10	-1.11	9603
0.30	-0.10	-0.98	9608
0.26	-0.10	-0.87	9613
0.22	-0.09	-0.77	9618
0.17	-0.08	-0.69	9623
0.09	-0.08	-0.62	9627
0.12	0.02	-0.56	9632
0.05	-0.01	-0.50	9637
0.02	-0.01	-0.44	9643
-0.01	-0.03	-0.42	9648
-0.02	-0.04	-0.41	9652
-0.02	-0.05	-0.42	9657
-0.01	-0.06	-0.44	9662
0.00	-0.06	-0.46	9667
0.03	-0.06	-0.48	9671
0.05	-0.06	-0.50	9676
0.08	-0.06	-0.54	9681
0.10	-0.04	-0.56	9687
0.11	-0.04	-0.59	9692
0.11	-0.03	-0.60	9697
0.11	-0.03	-0.59	9702
0.11	-0.03	-0.57	9707
0.10	-0.03	-0.57	9711
0.09	-0.04	-0.58	9716
0.10	-0.03	-0.60	9721
0.08	-0.02	-0.61	9726
0.07	-0.01	-0.63	9732
0.07	-0.00	-0.65	9736
0.09	-0.00	-0.67	9741
0.11	-0.01	-0.69	9746
0.13	-0.01	-0.72	9751
0.16	-0.01	-0.75	9756
0.17	-0.01	-0.78	9760
0.19	-0.02	-0.79	9765
0.21	-0.03	-0.80	9771
0.22	-0.03	-0.81	9776
0.23	-0.05	-0.83	9781
0.22	-0.05	-0.85	9785
0.22	-0.04	-0.86	9790
0.21	-0.05	-0.88	9795
0.20	-0.05	-0.89	9800
0.19	-0.05	-0.89	9805
0.17	-0.06	-0.90	9810
0.16	-0.06	-0.91	9816
0.15	-0.05	-0.93	9821
0.16	-0.05	-0.94	9825
0.16	-0.06	-0.93	9830
0.16	-0.06	-0.93	9835
0.16	-0.07	-0.94	9840
0.17	-0.08	-0.94	9845
0.18	-0.10	-0.96	9849
0.18	-0.11	-0.97	9854
0.18	-0.11	-0.99	9860
0.19	-0.11	-1.00	9865
0.18	-0.11	-1.02	9870
0.16	-0.10	-1.04	9874
0.15	-0.10	-1.05	9879
0.14	-0.09	-1.07	9884
0.12	-0.08	-1.08	9889
0.12	-0.07	-1.09	9894
0.10	-0.06	-1.09	9900
0.09	-0.06	-1.09	9905
0.08	-0.05	-1.09	9909
0.06	-0.04	-1.09	9914
0.05	-0.04	-1.09	9919
0.06	-0.04	-1.08	9924
0.06	-0.05	-1.08	9929
0.07	-0.05	-1.07	9933
0.09	-0.06	-1.06	9938
0.10	-0.05	-1.06	9944
0.12	-0.05	-1.05	9949
0.13	-0.06	-1.04	9954
0.15	-0.07	-1.04	9959
0.17	-0.07	-1.02	9963
0.18	-0.07	-1.01	9968
0.19	-0.07	-0.99	9973
0.19	-0.08	-0.98	9978
0.19	-0.07	-0.97	9984
0.18	-0.07	-0.97	9988
0.19	-0.07	-0.96	9993
0.17	-0.06	-0.96	9998
0.17	-0.06	-0.95	10003
0.16	-0.06	-0.95	10008
0.16	-0.06	-0.94	10013
0.16	-0.06	-0.93	10017
0.17	-0.06	-0.93	10022
0.18	-0.07	-0.93	10028
0.19	-0.07	-0.94	10033
0.19	-0.07	-0.93	10038
0.20	-0.08	-0.93	10043
0.20	-0.07	-0.94	10047
0.20	-0.08	-0.94	10052
0.20	-0.08	-0.96	10057
0.19	-0.08	-0.98	10062
0.19	-0.08	-1.00	10067
0.18	-0.08	-1.02	10073
0.18	-0.09	-1.03	10077
0.18	-0.09	-1.05	10082
0.18	-0.09	-1.08	10087
0.18	-0.09	-1.11	10092
0.19	-0.10	-1.14	10097
0.19	-0.10	-1.14	10102
0.19	-0.10	-1.15	10106
0.20	-0.11	-1.16	10112
0.20	-0.13	-1.19	10117
0.21	-0.14	-1.22	10122
0.21	-0.14	-1.27	10127
0.20	-0.14	-1.31	10132
0.20	-0.15	-1.37	10136
0.18	-0.14	-1.44	10141
0.15	-0.14	-1.52	10146
0.13	-0.15	-1.58	10151
0.10	-0.15	-1.64	10157
0.08	-0.15	-1.72	10162
0.06	-0.16	-1.78	10166
0.04	-0.16	-1.85	10171
0.01	-0.16	-1.92	10176
0.00	-0.16	-1.99	10181
-0.02	-0.16	-2.00	10186
-0.06	-0.16	-2.00	10191
-0.08	-0.17	-2.00	10195
-0.11	-0.16	-2.00	10201
-0.13	-0.16	-2.00	10206
-0.21	-0.18	-2.00	10211
-0.21	-0.15	-2.00	10216
-0.17	-0.11	-2.00	10220
-0.22	-0.12	-2.00	10225
-0.19	-0.11	-2.00	10230
-0.15	-0.10	-2.00	10235
-0.09	-0.10	-2.00	10241
-0.02	-0.11	-2.00	10245
0.05	-0.14	-2.00	10250
0.10	-0.18	-2.00	10255
0.15	-0.23	-2.00	10260
0.20	-0.30	-2.00	10265
0.25	-0.34	-1.99	10270
0.28	-0.37	-1.83	10274
0.31	-0.40	-1.69	10279
0.34	-0.42	-1.53	10285
0.35	-0.43	-1.37	10290
0.39	-0.46	-1.20	10295
0.45	-0.47	-1.00	10300
0.52	-0.50	-0.76	10304
0.58	-0.51	-0.54	10309
0.63	-0.52	-0.35	10314
0.64	-0.55	-0.16	10319
0.64	-0.57	0.03	10324
0.69	-0.55	0.22	10329
0.66	-0.55	0.44	10334
0.65	-0.58	0.69	10339
0.65	-0.60	0.96	10344
0.66	-0.62	1.26	10349
0.70	-0.62	1.54	10354
0.75	-0.63	1.79	10358
0.79	-0.65	2.00	10363
0.75	-0.68	2.00	10369
0.68	-0.66	2.00	10374
0.57	-0.62	2.00	10379
0.41	-0.56	2.00	10384
0.27	-0.47	2.00	10389
0.12	-0.40	2.00	10393
-0.34	-0.54	2.00	10398
0.18	-0.06	2.00	10403
-0.19	-0.14	2.00	10408
-0.22	-0.08	2.00	10414
-0.18	-0.07	2.00	10419
-0.10	-0.12	2.00	10423
-0.00	-0.19	2.00	10428
0.12	-0.32	2.00	10433
0.22	-0.44	1.98	10438
0.26	-0.55	1.61	10443
0.25	-0.68	1.17	10448
0.14	-0.79	0.62	10452
0.04	-0.88	0.07	10458
-0.06	-0.98	-0.50	10463
-0.11	-1.05	-1.13	10468
-0.15	-1.04	-1.80	10473
-0.12	-0.95	-2.00	10477
-0.10	-0.90	-2.00	10482
0.01	-0.91	-2.00	10487
0.16	-0.87	-2.00	10492
0.32	-0.80	-2.00	10498
0.38	-0.80	-2.00	10503
0.42	-0.80	-2.00	10507
0.48	-0.76	-2.00	10512
0.48	-0.70	-2.00	10517
0.47	-0.62	-2.00	10522
0.43	-0.53	-2.00	10526
0.37	-0.46	-2.00	10532
0.29	-0.40	-2.00	10536
