	-0.32	-0.92	2387
0.19	-0.36	-1.91	14604
0.16	-0.35	-1.76	14609
0.13	-0.36	-1.63	14614
0.11	-0.33	-1.51	14619
0.08	-0.31	-1.38	14624
0.03	-0.31	-1.29	14629
-0.00	-0.29	-1.20	14633
-0.01	-0.25	-1.11	14639
-0.02	-0.21	-1.05	14644
-0.04	-0.17	-1.01	14649
-0.03	-0.13	-0.97	14654
-0.02	-0.12	-0.94	14658
-0.01	-0.12	-0.91	14663
-0.01	-0.16	-0.89	14668
0.07	-0.09	-0.86	14673
0.06	-0.12	-0.85	14679
0.09	-0.13	-0.84	14684
0.12	-0.13	-0.83	14688
0.13	-0.14	-0.82	14693
0.14	-0.12	-0.80	14698
0.15	-0.12	-0.77	14703
0.15	-0.13	-0.73	14708
0.15	-0.14	-0.69	14713
0.14	-0.14	-0.66	14717
0.13	-0.14	-0.62	14723
0.11	-0.12	-0.58	14728
0.08	-0.10	-0.56	14733
0.06	-0.08	-0.53	14738
0.05	-0.07	-0.52	14743
0.05	-0.07	-0.51	14747
0.06	-0.06	-0.52	14752
0.08	-0.06	-0.54	14757
0.12	-0.07	-0.54	14763
0.15	-0.08	-0.56	14768
0.17	-0.09	-0.58	14773
0.20	-0.10	-0.59	14777
0.22	-0.10	-0.61	14782
0.22	-0.10	-0.62	14787
0.21	-0.10	-0.63	14792
0.19	-0.11	-0.66	14797
0.15	-0.12	-0.67	14802
0.12	-0.12	-0.67	14807
0.09	-0.12	-0.68	14812
0.07	-0.11	-0.71	14817
0.07	-0.11	-0.74	14821
0.07	-0.10	-0.77	14827
0.08	-0.09	-0.79	14831
0.10	-0.09	-0.83	14836
0.11	-0.08	-0.85	14841
0.13	-0.07	-0.87	14846
0.15	-0.07	-0.89	14851
0.16	-0.07	-0.89	14857
0.16	-0.07	-0.89	14861
0.17	-0.08	-0.89	14866
0.16	-0.09	-0.90	14871
0.15	-0.09	-0.91	14876
0.15	-0.09	-0.92	14880
0.14	-0.10	-0.93	14885
0.13	-0.11	-0.94	14891
0.12	-0.11	-0.95	14896
0.13	-0.12	-0.96	14901
0.13	-0.12	-0.97	14906
0.13	-0.12	-0.98	14910
0.13	-0.12	-0.99	14916
0.14	-0.11	-1.01	14920
0.14	-0.10	-1.02	14925
0.14	-0.09	-1.03	14930
0.14	-0.09	-1.04	14936
0.14	-0.10	-1.03	14940
0.14	-0.10	-1.04	14946
0.14	-0.11	-1.05	14950
0.12	-0.11	-1.05	14955
0.11	-0.11	-1.07	14960
0.10	-0.12	-1.08	14965
0.09	-0.12	-1.09	14969
0.09	-0.11	-1.10	14976
0.08	-0.11	-1.12	14980
0.07	-0.12	-1.13	14985
0.08	-0.13	-1.12	14990
0.07	-0.14	-1.12	14994
0.08	-0.14	-1.11	14999
0.09	-0.16	-1.11	15004
0.12	-0.17	-1.14	15009
0.14	-0.17	-1.16	15014
0.14	-0.17	-1.20	15020
0.13	-0.17	-1.24	15024
0.14	-0.18	-1.27	15030
0.12	-0.18	-1.30	15034
0.10	-0.18	-1.34	15039
0.09	-0.18	-1.38	15044
0.09	-0.18	-1.42	15049
0.08	-0.18	-1.48	15053
0.08	-0.17	-1.52	15059
0.07	-0.17	-1.57	15064
0.06	-0.16	-1.62	15069
0.04	-0.18	-1.65	15074
0.07	-0.13	-1.69	15078
0.04	-0.17	-1.74	15084
0.03	-0.16	-1.78	15088
0.01	-0.14	-1.84	15093
-0.01	-0.13	-1.89	15098
-0.03	-0.13	-1.93	15104
-0.04	-0.14	-1.98	15109
-0.06	-0.15	-2.00	15114
-0.08	-0.15	-2.00	15118
-0.08	-0.18	-2.00	15123
-0.08	-0.19	-2.00	15128
-0.09	-0.23	-2.00	15133
-0.10	-0.24	-2.00	15138
-0.10	-0.23	-2.00	15142
-0.09	-0.22	-2.00	15148
-0.10	-0.22	-2.00	15153
-0.08	-0.21	-2.00	15158
-0.05	-0.22	-2.00	15163
-0.01	-0.23	-2.00	15168
0.02	-0.24	-2.00	15172
0.05	-0.26	-2.00	15177
0.09	-0.29	-2.00	15182
0.10	-0.32	-2.00	15187
0.12	-0.33	-1.93	15193
0.15	-0.36	-1.83	15198
0.17	-0.39	-1.72	15202
0.19	-0.40	-1.59	15207
0.22	-0.42	-1.44	15212
0.25	-0.44	-1.29	15217
0.31	-0.49	-1.11	15222
0.37	-0.50	-0.93	15226
0.43	-0.52	-0.71	15232
0.47	-0.48	-0.48	15237
0.49	-0.50	-0.27	15242
0.55	-0.53	-0.04	15247
0.59	-0.50	0.26	15252
0.61	-0.48	0.54	15256
0.64	-0.43	0.79	15261
0.64	-0.37	1.08	15266
0.63	-0.38	1.45	15271
0.64	-0.53	1.76	15277
0.71	-0.33	2.00	15282
0.63	-0.39	2.00	15286
0.63	-0.36	2.00	15291
0.63	-0.33	2.00	15296
0.56	-0.33	2.00	15301
0.48	-0.33	2.00	15306
0.37	-0.33	2.00	15311
0.24	-0.37	2.00	15315
0.15	-0.30	2.00	15321
0.02	-0.29	2.00	15326
-0.05	-0.22	2.00	15331
-0.16	-0.21	2.00	15335
-0.17	-0.12	2.00	15341
-0.28	-0.18	2.00	15345
-0.28	-0.27	1.83	15350
-0.31	-0.35	1.48	15355
-0.32	-0.45	1.10	15361
-0.34	-0.54	0.71	15366
-0.33	-0.61	0.31	15371
-0.27	-0.71	-0.12	15375
-0.16	-0.46	-0.58	15380
-0.19	-1.01	-1.09	15385
-0.11	-0.90	-1.62	15390
-0.00	-0.92	-2.00	15395
0.14	-0.94	-2.00	15399
0.23	-0.95	-2.00	15405
0.28	-0.95	-2.00	15410
0.35	-0.90	-2.00	15415
0.33	-0.88	-2.00	15420
0.36	-0.79	-2.00	15425
0.42	-0.67	-2.00	15429
0.38	-0.55	-2.00	15434
0.34	-0.44	-2.00	15439
0.29	-0.36	-2.00	15444
0.23	-0.31	-2.00	15450
0.16	-0.30	-2.00	15454
0.11	-0.27	-2.00	15459
0.09	-0.22	-2.00	15464
0.07	-0.18	-2.00	15469
0.07	-0.16	-2.00	15474
0.10	-0.12	-2.00	15479
0.12	-0.13	-2.00	15483
0.14	-0.13	-2.00	15489
0.16	-0.12	-2.00	15494
0.16	-0.11	-1.96	15499
0.19	-0.07	-1.74	15504
0.18	-0.07	-1.53	15509
0.18	-0.06	-1.34	15513
0.15	-0.09	-1.17	15518
0.14	-0.10	-1.03	15523
0.10	-0.11	-0.95	15528
0.06	-0.13	-0.87	15534
0.10	-0.07	-0.82	15539
0.07	-0.09	-0.80	15543
0.06	-0.09	-0.79	15548
0.05	-0.07	-0.81	15553
0.06	-0.07	-0.83	15558
0.05	-0.06	-0.86	15562
0.05	-0.05	-0.88	15567
0.06	-0.05	-0.89	15572
0.07	-0.05	-0.91	15578
0.08	-0.05	-0.91	15583
0.08	-0.05	-0.91	15588
0.05	-0.05	-0.93	15592
0.06	-0.04	-0.92	15597
0.06	-0.04	-0.92	15602
0.05	-0.04	-0.91	15607
0.05	-0.04	-0.88	15612
0.05	-0.05	-0.87	15618
0.08	-0.05	-0.85	15622
0.09	-0.04	-0.85	15627
0.09	-0.03	-0.85	15632
0.09	-0.03	-0.87	15637
0.10	-0.02	-0.88	15642
0.11	-0.01	-0.88	15647
0.12	-0.02	-0.88	15652
0.14	-0.03	-0.90	15656
0.15	-0.03	-0.92	15662
0.16	-0.02	-0.92	15667
0.15	-0.03	-0.92	15672
0.15	-0.03	-0.92	15677
0.15	-0.02	-0.91	15682
0.14	-0.02	-0.88	15686
0.12	-0.01	-0.84	15691
0.11	-0.02	-0.81	15696
0.11	-0.02	-0.78	15702
0.12	-0.03	-0.76	15707
0.13	-0.05	-0.74	15711
0.15	-0.06	-0.72	15716
0.15	-0.07	-0.74	15721
0.15	-0.07	-0.75	15726
0.16	-0.08	-0.76	15731
0.16	-0.08	-0.78	15735
0.16	-0.07	-0.80	15741
0.15	-0.06	-0.82	15746
0.15	-0.07	-0.83	15751
0.15	-0.06	-0.83	15756
0.14	-0.05	-0.83	15761
0.13	-0.05	-0.82	15765
0.11	-0.04	-0.82	15771
0.10	-0.04	-0.80	15775
0.10	-0.05	-0.79	15780
0.10	-0.05	-0.78	15785
0.11	-0.05	-0.78	15791
0.11	-0.06	-0.78	15795
0.10	-0.06	-0.79	15800
0.10	-0.07	-0.80	15805
0.10	-0.07	-0.83	15810
0.10	-0.06	-0.86	15815
0.10	-0.06	-0.89	15819
0.10	-0.04	-0.93	15824
0.11	-0.05	-0.96	15830
0.12	-0.05	-0.99	15835
0.12	-0.05	-1.01	15840
0.13	-0.05	-1.03	15845
0.13	-0.04	-1.04	15850
0.14	-0.06	-1.04	15854
0.13	-0.06	-1.04	15859
0.13	-0.06	-1.04	15864
0.12	-0.06	-1.03	15869
0.12	-0.07	-1.03	15875
0.11	-0.08	-1.03	15880
0.10	-0.08	-1.03	15884
0.10	-0.08	-1.04	15889
0.10	-0.08	-1.04	15894
0.10	-0.06	-1.06	15899
0.09	-0.11	-1.08	15904
0.05	-0.08	-1.08	15909
0.23	-0.05	-1.09	15913
0.14	-0.08	-1.10	15919
0.15	-0.08	-1.09	15924
0.17	-0.08	-1.10	15929
0.18	-0.08	-1.12	15934
0.19	-0.08	-1.14	15938
0.18	-0.08	-1.16	15943
0.18	-0.08	-1.18	15948
0.17	-0.09	-1.17	15953
0.15	-0.09	-1.18	15959
0.14	-0.09	-1.20	15964
0.12	-0.09	-1.22	15968
0.12	-0.08	-1.23	15973
0.11	-0.08	-1.26	15978
0.09	-0.08	-1.26	15983
0.08	-0.08	-1.27	15988
0.08	-0.08	-1.29	15993
0.07	-0.08	-1.33	15997
0.07	-0.07	-1.36	16003
0.07	-0.06	-1.38	16008
0.07	-0.06	-1.42	16013
0.07	-0.06	-1.46	16017
0.08	-0.07	-1.50	16023
0.10	-0.08	-1.53	16027
0.11	-0.09	-1.58	16032
0.12	-0.09	-1.61	16037
0.12	-0.10	-1.65	16043
0.13	-0.12	-1.68	16048
0.14	-0.12	-1.71	16053
0.15	-0.14	-1.73	16057
0.14	-0.14	-1.77	16062
0.12	-0.14	-1.80	16067
0.10	-0.13	-1.86	16072
0.06	-0.12	-1.91	16077
0.02	-0.11	-1.98	16081
-0.03	-0.10	-2.00	16087
-0.07	-0.09	-2.00	16092
-0.11	-0.07	-2.00	16097
-0.12	-0.05	-2.00	16102
-0.11	-0.05	-2.00	16107
-0.09	-0.06	-2.00	16111
-0.04	-0.07	-2.00	16116
0.01	-0.10	-2.00	16121
0.06	-0.14	-2.00	16126
0.12	-0.18	-2.00	16131
0.16	-0.22	-2.00	16137
0.17	-0.24	-2.00	16141
0.18	-0.25	-2.00	16146
0.18	-0.26	-2.00	16151
0.18	-0.26	-1.99	16156
0.18	-0.27	-1.93	16160
0.18	-0.30	-1.87	16166
0.19	-0.33	-1.77	16171
0.21	-0.33	-1.67	16176
0.23	-0.35	-1.53	16181
0.26	-0.37	-1.37	16186
0.28	-0.39	-1.20	16191
0.33	-0.42	-0.98	16195
0.39	-0.46	-0.75	16200
0.46	-0.51	-0.53	16205
0.55	-0.55	-0.30	16210
0.60	-0.59	-0.13	16216
0.68	-0.55	0.11	16221
0.80	-0.55	0.37	16225
0.78	-0.62	0.59	16230
0.77	-0.65	0.90	16235
0.76	-0.64	1.21	16240
0.76	-0.62	1.52	16245
0.74	-0.61	1.83	16250
0.69	-0.57	2.00	16254
0.43	-0.86	2.00	16260
0.63	-0.35	2.00	16265
0.45	-0.47	2.00	16270
0.30	-0.48	2.00	16274
0.16	-0.39	2.00	16279
0.01	-0.30	2.00	16284
-0.12	-0.21	2.00	16289
-0.26	-0.16	2.00	16294
-0.34	-0.11	2.00	16300
-0.32	-0.08	2.00	16304
-0.33	-0.10	2.00	16309
-0.27	-0.15	2.00	16314
-0.18	-0.21	2.00	16319
-0.10	-0.33	2.00	16324
-0.05	-0.45	1.71	16329
-0.07	-0.58	1.33	16333
-0.13	-0.66	0.94	16339
-0.26	-0.68	0.49	16344
-0.11	-0.77	0.02	16349
-0.27	-0.69	-0.46	16354
-0.15	-0.79	-0.90	16358
-0.05	-0.83	-1.35	16364
0.06	-0.91	-1.83	16368
0.14	-0.96	-2.00	16373
0.26	-1.01	-2.00	16378
0.41	-1.05	-2.00	16384
0.55	-1.04	-2.00	16388
0.65	-1.02	-2.00	16394
0.64	-0.94	-2.00	16398
0.63	-0.87	-2.00	16403
0.58	-0.78	-2.00	16408
0.53	-0.67	-2.00	16413
0.47	-0.55	-2.00	16417
0.39	-0.47	-2.00	16423
0.34	-0.43	-2.00	16428
0.29	-0.42	-2.00	16433
0.28	-0.41	-2.00	16438
0.29	-0.36	-2.00	16442
0.29	-0.33	-2.00	16448
0.31	-0.31	-2.00	16452
0.33	-0.29	-2.00	16457
0.33	-0.29	-2.00	16462
0.32	-0.27	-2.00	16467
0.32	-0.27	-2.00	16472
0.33	-0.26	-1.87	16478
0.32	-0.26	-1.74	16482
0.38	-0.35	-1.58	16487
0.23	-0.11	-1.48	16492
0.30	-0.22	-1.37	16497
0.29	-0.22	-1.26	16502
0.28	-0.21	-1.18	16507
0.26	-0.21	-1.11	16512
0.24	-0.19	-1.04	16517
0.21	-0.19	-1.00	16522
0.17	-0.17	-0.97	16527
0.14	-0.16	-0.94	16532
0.10	-0.14	-0.91	16536
0.05	-0.13	-0.91	16541
0.01	-0.11	-0.92	16546
-0.02	-0.09	-0.92	16551
-0.04	-0.08	-0.93	16557
-0.04	-0.06	-0.94	16562
-0.06	-0.06	-0.96	16566
-0.06	-0.05	-0.96	16571
-0.06	-0.04	-0.96	16576
-0.04	-0.05	-0.94	16581
-0.04	-0.06	-0.93	16586
-0.03	-0.06	-0.92	16591
-0.01	-0.07	-0.92	16595
0.01	-0.07	-0.91	16601
0.04	-0.07	-0.89	16606
0.05	-0.07	-0.89	16611
0.07	-0.07	-0.88	16616
0.09	-0.08	-0.88	16621
0.11	-0.08	-0.88	16625
0.12	-0.06	-0.88	16630
0.13	-0.06	-0.88	16635
0.14	-0.06	-0.87	16641
0.15	-0.06	-0.86	16646
0.16	-0.06	-0.85	16651
0.17	-0.07	-0.86	16655
0.17	-0.06	-0.87	16660
0.17	-0.06	-0.86	16665
0.18	-0.07	-0.87	16670
0.19	-0.07	-0.87	16674
0.20	-0.08	-0.87	16680
0.21	-0.09	-0.86	16685
0.23	-0.10	-0.85	16690
0.25	-0.10	-0.85	16695
0.25	-0.10	-0.84	16700
0.25	-0.11	-0.83	16704
0.26	-0.12	-0.82	16709
0.25	-0.12	-0.82	16714
0.25	-0.13	-0.82	16719
0.25	-0.13	-0.82	16724
0.24	-0.12	-0.83	16729
0.24	-0.12	-0.84	16735
0.23	-0.11	-0.85	16739
0.23	-0.11	-0.87	16744
0.22	-0.10	-0.88	16749
0.22	-0.10	-0.88	16754
0.22	-0.11	-0.88	16758
0.22	-0.12	-0.88	16764
0.22	-0.13	-0.88	16769
0.23	-0.13	-0.89	16774
0.23	-0.13	-0.90	16779
0.22	-0.14	-0.91	16784
0.22	-0.14	-0.92	16788
0.21	-0.14	-0.92	16794
0.20	-0.15	-0.93	16798
0.19	-0.15	-0.93	16803
0.18	-0.16	-0.95	16808
0.16	-0.15	-0.96	16813
0.15	-0.14	-0.97	16819
0.15	-0.12	-0.99	16823
0.14	-0.12	-1.01	16828
0.13	-0.11	-1.03	16833
0.13	-0.10	-1.03	16838
0.13	-0.10	-1.03	16842
0.13	-0.10	-1.03	16848
0.12	-0.10	-1.04	16852
0.11	-0.10	-1.03	16858
0.11	-0.10	-1.03	16863
0.10	-0.10	-1.03	16868
0.09	-0.10	-1.03	16872
0.09	-0.10	-1.02	16877
0.09	-0.10	-1.03	16882
0.09	-0.10	-1.02	16887
0.10	-0.11	-1.02	16892
0.12	-0.11	-1.02	16898
0.13	-0.12	-1.02	16902
0.14	-0.12	-1.02	16907
0.15	-0.12	-1.01	16912
0.16	-0.12	-1.00	16917
0.18	-0.12	-1.00	16922
0.18	-0.13	-0.99	16927
0.19	-0.12	-0.98	16931
0.20	-0.12	-0.98	16936
0.20	-0.12	-0.98	16942
0.20	-0.12	-0.98	16947
0.20	-0.12	-0.99	16952
0.19	-0.13	-1.00	16957
0.18	-0.13	-1.01	16961
0.17	-0.12	-1.03	16966
0.17	-0.12	-1.04	16971
0.16	-0.13	-1.04	16976
0.16	-0.14	-1.04	16982
0.16	-0.14	-1.04	16986
0.17	-0.13	-1.05	16991
0.18	-0.12	-1.07	16996
0.19	-0.12	-1.09	17001
0.20	-0.11	-1.09	17006
0.21	-0.12	-1.11	17011
0.21	-0.13	-1.12	17015
0.22	-0.14	-1.14	17020
0.21	-0.14	-1.16	17026
0.21	-0.14	-1.20	17031
0.20	-0.14	-1.21	17036
0.20	-0.13	-1.23	17041
0.18	-0.12	-1.25	17045
0.17	-0.11	-1.26	17050
0.17	-0.11	-1.27	17055
0.17	-0.12	-1.28	17060
0.16	-0.12	-1.29	17065
0.17	-0.13	-1.30	17070
0.17	-0.13	-1.32	17075
0.17	-0.14	-1.33	17080
0.17	-0.15	-1.36	17085
0.16	-0.16	-1.39	17090
0.15	-0.16	-1.44	17095
0.13	-0.15	-1.48	17099
0.11	-0.13	-1.53	17105
0.08	-0.13	-1.59	17110
0.06	-0.13	-1.66	17115
0.05	-0.14	-1.74	17120
0.03	-0.16	-1.81	17125
0.02	-0.17	-1.89	17130
0.01	-0.18	-1.98	17134
-0.03	-0.22	-2.00	17139
0.02	-0.15	-2.00	17144
-0.02	-0.16	-2.00	17149
-0.05	-0.16	-2.00	17154
-0.06	-0.15	-2.00	17160
-0.09	-0.14	-2.00	17164
-0.10	-0.13	-2.00	17169
-0.12	-0.11	-2.00	17174
-0.14	-0.10	-2.00	17179
-0.13	-0.09	-2.00	17184
-0.11	-0.10	-2.00	17189
-0.09	-0.13	-2.00	17193
-0.07	-0.17	-2.00	17199
-0.03	-0.21	-2.00	17204
0.01	-0.25	-2.00	17209
0.07	-0.29	-2.00	17214
0.13	-0.32	-2.00	17218
0.21	-0.37	-2.00	17223
0.29	-0.43	-1.92	17228
0.37	-0.52	-1.74	17233
0.43	-0.60	-1.56	17239
0.56	-0.66	-1.37	17244
0.67	-0.70	-1.17	17248
0.70	-0.73	-0.96	17253
0.68	-0.73	-0.70	17258
0.62	-0.73	-0.46	17263
0.57	-0.71	-0.11	17268
0.49	-0.73	0.18	17273
0.52	-0.66	0.56	17277
0.49	-0.67	0.85	17283
0.32	-1.26	1.20	17288
0.53	-0.51	1.67	17293
0.39	-0.72	2.00	17298
0.39	-0.73	2.00	17303
0.50	-0.82	2.00	17307
0.63	-0.55	2.00	17312
0.64	-0.68	2.00	17317
0.66	-0.69	2.00	17323
0.62	-0.65	2.00	17327
0.50	-0.63	2.00	17332
0.40	-0.52	2.00	17337
0.32	-0.37	2.00	17342
0.18	-0.26	2.00	17347
0.01	-0.20	2.00	17352
-0.08	-0.12	2.00	17356
-0.11	-0.08	2.00	17361
-0.16	-0.03	2.00	17367
-0.18	-0.07	2.00	17372
-0.17	-0.13	2.00	17377
-0.15	-0.22	1.91	17382
-0.13	-0.32	1.50	17386
-0.11	-0.44	1.00	17391
-0.11	-0.53	0.53	17396
-0.09	-0.65	0.10	17401
-0.03	-0.72	-0.42	17406
0.04	-0.75	-0.91	17412
0.14	-0.73	-1.36	17416
0.36	-0.83	-1.76	17421
0.40	-0.85	-2.00	17426
0.38	-0.93	-2.00	17431
0.43	-0.93	-2.00	17436
0.50	-0.90	-2.00	17440
0.59	-0.85	-2.00	17445
0.60	-0.81	-2.00	17451
0.60	-0.76	-2.00	17456
0.58	-0.70	-2.00	17461
0.54	-0.63	-2.00	17466
0.51	-0.52	-2.00	17470
0.48	-0.42	-2.00	17475
0.46	-0.33	-2.00	17480
0.56	-0.29	-2.00	17485
0.25	-0.15	-2.00	17490
0.34	-0.16	-2.00	17496
0.30	-0.15	-2.00	17500
0.25	-0.14	-2.00	17505
0.21	-0.14	-2.00	17510
0.17	-0.13	-2.00	17515
0.14	-0.11	-2.00	17520
0.13	-0.08	-2.00	17525
0.13	-0.07	-1.95	17529
0.13	-0.07	-1.79	17534
0.14	-0.06	-1.66	17540
0.15	-0.04	-1.52	17545
0.15	-0.04	-1.39	17550
0.13	-0.02	-1.29	17555
0.13	-0.02	-1.21	17559
0.11	-0.02	-1.13	17564
0.10	-0.02	-1.04	17569
0.10	-0.03	-0.97	17574
0.09	-0.02	-0.91	17580
0.09	-0.02	-0.84	17585
0.08	-0.03	-0.78	17589
0.07	-0.05	-0.73	17594
0.05	-0.06	-0.72	17599
0.03	-0.05	-0.71	17604
0.02	-0.05	-0.72	17609
0.02	-0.04	-0.74	17614
0.02	-0.04	-0.77	17618
0.06	-0.03	-0.80	17624
0.08	-0.03	-0.82	17629
0.09	-0.04	-0.84	17634
0.11	-0.05	-0.85	17638
0.13	-0.05	-0.87	17644
0.15	-0.05	-0.88	17648
0.16	-0.06	-0.89	17653
0.17	-0.07	-0.89	17658
0.17	-0.07	-0.88	17664
0.17	-0.06	-0.88	17668
0.16	-0.05	-0.88	17674
0.15	-0.03	-0.88	17678
0.14	-0.03	-0.88	17683
0.14	-0.02	-0.87	17688
0.14	-0.02	-0.87	17693
0.14	-0.02	-0.87	17697
0.14	-0.01	-0.87	17702
0.16	-0.02	-0.87	17708
0.16	-0.03	-0.86	17713
0.18	-0.02	-0.87	17718
0.19	-0.03	-0.88	17723
0.20	-0.03	-0.89	17727
0.20	-0.04	-0.91	17732
0.22	-0.04	-0.93	17737
0.23	-0.05	-0.92	17742
0.23	-0.04	-0.93	17747
0.22	-0.06	-0.92	17753
0.23	-0.05	-0.93	17757
0.22	-0.05	-0.93	17762
0.21	-0.05	-0.92	17767
0.21	-0.06	-0.91	17772
0.20	-0.07	-0.88	17777
0.19	-0.07	-0.87	17782
0.17	-0.06	-0.85	17786
0.16	-0.06	-0.85	17792
0.15	-0.04	-0.84	17797
0.15	-0.04	-0.85	17802
0.16	-0.03	-0.86	17807
0.18	-0.04	-0.86	17812
0.20	-0.05	-0.88	17816
0.20	-0.06	-0.90	17821
0.21	-0.07	-0.92	17826
0.22	-0.07	-0.93	17831
0.22	-0.06	-0.96	17837
0.22	-0.06	-0.97	17842
0.21	-0.06	-0.98	17846
0.20	-0.06	-0.98	17851
0.19	-0.06	-0.98	17856
0.18	-0.06	-0.98	17861
0.16	-0.06	-0.98	17866
0.14	-0.07	-0.97	17871
0.13	-0.08	-0.95	17875
0.13	-0.07	-0.95	17881
0.13	-0.07	-0.96	17886
0.14	-0.06	-0.97	17891
0.14	-0.06	-0.99	17896
0.14	-0.05	-0.99	17901
0.14	-0.04	-1.00	17905
0.15	-0.04	-1.00	17910
0.16	-0.06	-0.99	17915
0.16	-0.06	-1.00	17921
0.17	-0.06	-0.99	17926
0.17	-0.06	-0.99	17931
0.17	-0.06	-0.98	17935
0.17	-0.07	-0.97	17940
0.16	-0.07	-0.97	17945
0.17	-0.08	-0.97	17950
0.17	-0.08	-0.96	17954
0.17	-0.09	-0.95	17960
0.17	-0.08	-0.95	17965
0.16	-0.09	-0.95	17970
0.16	-0.09	-0.94	17975
0.15	-0.08	-0.95	17979
0.15	-0.08	-0.95	17984
0.15	-0.08	-0.96	17989
0.16	-0.08	-0.97	17994
0.16	-0.07	-0.98	17999
0.19	-0.06	-0.99	18004
0.18	-0.08	-0.99	18009
0.19	-0.09	-1.00	18014
0.20	-0.08	-1.00	18019
0.20	-0.09	-1.01	18024
0.19	-0.09	-1.02	18029
0.19	-0.10	-1.02	18034
0.18	-0.10	-1.03	18038
0.18	-0.10	-1.04	18043
0.17	-0.11	-1.04	18049
0.16	-0.11	-1.05	18054
0.16	-0.11	-1.05	18059
0.16	-0.11	-1.05	18064
0.16	-0.11	-1.05	18068
0.17	-0.10	-1.05	18073
0.18	-0.10	-1.06	18078
0.18	-0.10	-1.07	18083
0.18	-0.10	-1.08	18088
0.19	-0.10	-1.10	18094
0.19	-0.10	-1.12	18098
0.19	-0.11	-1.14	18103
0.18	-0.10	-1.17	18108
0.17	-0.10	-1.21	18113
0.16	-0.10	-1.25	18118
0.15	-0.11	-1.31	18123
0.15	-0.10	-1.36	18127
0.15	-0.10	-1.41	18132
0.15	-0.11	-1.47	18138
0.14	-0.12	-1.52	18143
0.14	-0.13	-1.58	18148
0.14	-0.13	-1.63	18152
0.13	-0.13	-1.70	18157
0.12	-0.13	-1.76	18162
0.10	-0.13	-1.83	18167
0.07	-0.14	-1.92	18172
0.02	-0.15	-2.00	18178
-0.02	-0.13	-2.00	18182
-0.07	-0.11	-2.00	18187
-0.10	-0.11	-2.00	18192
-0.11	-0.10	-2.00	18197
-0.11	-0.10	-2.00	18202
-0.11	-0.11	-2.00	18207
-0.08	-0.12	-2.00	18211
-0.04	-0.12	-2.00	18216
0.01	-0.14	-2.00	18222
0.07	-0.14	-2.00	18227
0.13	-0.17	-2.00	18232
0.17	-0.19	-2.00	18236
0.22	-0.23	-2.00	18241
0.25	-0.28	-2.00	18246
0.28	-0.33	-2.00	18251
0.32	-0.37	-2.00	18256
0.36	-0.42	-1.92	18262
0.40	-0.48	-1.75	18266
0.41	-0.50	-1.58	18271
0.44	-0.50	-1.41	18276
0.46	-0.49	-1.23	18281
0.48	-0.46	-1.06	18286
0.49	-0.43	-0.88	18291
0.48	-0.43	-0.71	18295
0.48	-0.44	-0.55	18301
0.50	-0.43	-0.25	18306
0.51	-0.48	-0.08	18311
0.51	-0.50	0.11	18316
0.56	-0.54	0.32	18320
0.61	-0.56	0.57	18325
0.61	-0.58	0.80	18330
0.63	-0.55	1.04	18335
0.62	-0.52	1.30	18340
0.59	-0.49	1.58	18345
0.54	-0.46	1.87	18350
0.48	-0.41	2.00	18355
0.40	-0.35	2.00	18360
0.28	-0.32	2.00	18365
0.18	-0.30	2.00	18370
-0.02	-0.45	2.00	18375
0.10	-0.10	2.00	18379
-0.01	-0.16	2.00	18384
-0.02	-0.15	2.00	18390
-0.07	-0.13	2.00	18395
-0.08	-0.09	2.00	18400
-0.08	-0.12	2.00	18405
-0.00	-0.08	2.00	18409
0.04	-0.14	2.00	18414
0.12	-0.21	2.00	18419
0.20	-0.28	2.00	18424
0.27	-0.35	1.91	18429
0.31	-0.43	1.65	18435
0.32	-0.53	1.39	18440
0.26	-0.65	1.06	18444
0.17	-0.74	0.72	18449
0.10	-0.83	0.37	18454
0.05	-0.90	-0.03	18459
0.02	-1.00	-0.47	18464
0.02	-1.07	-0.94	18469
0.03	-1.16	-1.40	18473
0.01	-0.92	-1.87	18479
0.19	-1.48	-2.00	18484
0.31	-1.40	-2.00	18489
0.44	-1.39	-2.00	18494
0.53	-1.40	-2.00	18499
0.58	-1.37	-2.00	18503
0.58	-1.29	-2.00	18508
0.58	-1.12	-2.00	18513
0.58	-0.92	-2.00	18519
0.57	-0.80	-2.00	18524
0.52	-0.72	-2.00	18528
0.54	-0.66	-2.00	18533
0.50	-0.64	-2.00	18538
0.46	-0.65	-2.00	18543
0.43	-0.63	-2.00	18548
0.41	-0.61	-2.00	18553
0.40	-0.60	-2.00	18557
0.40	-0.60	-2.00	18563
0.39	-0.61	-2.00	18568
0.39	-0.60	-2.00	18573
0.39	-0.58	-2.00	18578
0.40	-0.58	-2.00	18583
0.40	-0.57	-1.94	18587
0.40	-0.54	-1.77	18592
0.37	-0.51	-1.62	18597
0.34	-0.48	-1.50	18603
0.31	-0.44	-1.38	18608
0.29	-0.40	-1.27	18612
0.25	-0.35	-1.16	18617
0.18	-0.37	-1.06	18622
0.21	-0.25	-0.99	18627
0.14	-0.28	-0.89	18632
0.12	-0.23	-0.80	18637
0.06	-0.23	-0.73	18641
0.04	-0.21	-0.64	18647
0.02	-0.22	-0.59	18652
0.01	-0.23	-0.55	18657
0.01	-0.20	-0.53	18662
